Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
WVWAA7AHXBV178552,Drive Now  ,4         ,66km                  ,25                         ,68�                  ,24.2.2019 ,4.33 ,11.24688104                ,48.21776068                ,19%
WVGAV3AX4DW104119,Car2Go     ,5         ,19km                  ,16                         ,86�                  ,22.10.2019,14.54,11.48460352                ,48.20318382                ,37%
19UUA76508A144455,Drive Now  ,3         ,3km                   ,0                          ,31�                  ,30.4.2017 ,2.6  ,11.66541520                ,48.15683992                ,7%
1G6DS8E31C0038745,Car2Go     ,4         ,17km                  ,29                         ,38�                  ,21.6.2019 ,0.22 ,11.51152027                ,48.26532176                ,31%
1FM5K7B82EG971603,Drive Now  ,4         ,31km                  ,15                         ,49�                  ,21.5.2018 ,22.13,11.56233791                ,48.10922386                ,23%
SCBLE37G76C846221,Car2Go     ,4         ,22km                  ,22                         ,98�                  ,15.2.2018 ,19.48,11.75973753                ,48.6860186                 ,55%
1FMJU1H50AE654685,Car2Go     ,5         ,62km                  ,29                         ,53�                  ,24.2.2019 ,18.47,11.75399340                ,48.18338203                ,1%
JN1CV6AP1AM166487,Drive Now  ,5         ,88km                  ,23                         ,71�                  ,6.4.2018  ,21.22,11.43295370                ,48.23494964                ,65%
2G4WC562751567613,Car2Go     ,3         ,80km                  ,14                         ,47�                  ,6.5.2018  ,16.42,11.56262764                ,48.7801503                 ,25%
1GYS3BEF7BR191269,Drive Now  ,4         ,2km                   ,15                         ,48�                  ,31.1.2018 ,6.8  ,11.6627854                 ,48.4676876                 ,44%
2C4RDGEG4CR911324,Drive Now  ,5         ,56km                  ,24                         ,62�                  ,21.12.2017,9.30 ,11.5907252                 ,48.9281878                 ,5%
WBA3T1C52EP778216,Car2Go     ,4         ,59km                  ,27                         ,42�                  ,12.1.2017 ,15.7 ,11.75499079                ,48.25397629                ,90%
ZHWGU5BZ3CL242786,Car2Go     ,3         ,36km                  ,12                         ,46�                  ,22.9.2019 ,10.15,11.19583869                ,48.23378381                ,50%
SALAB2D47DA620134,Drive Now  ,3         ,5km                   ,5                          ,57�                  ,22.7.2017 ,21.24,11.31618738                ,48.9609947                 ,87%
JN1AZ4EH4CM781539,Car2Go     ,4         ,79km                  ,20                         ,38�                  ,15.7.2018 ,17.16,11.75841407                ,48.4109926                 ,26%
3GYFNAE3XFS990915,Drive Now  ,5         ,70km                  ,11                         ,49�                  ,19.1.2019 ,20.43,11.36167931                ,48.13311774                ,80%
5N1CR2MN2EC702942,Drive Now  ,2         ,14km                  ,23                         ,99�                  ,21.2.2017 ,16.15,11.61196576                ,48.3035407                 ,29%
WAUWFAFHXDN983500,Drive Now  ,3         ,28km                  ,15                         ,74�                  ,9.7.2017  ,14.13,11.48652071                ,48.17555899                ,19%
WAUDH68D71A505062,Drive Now  ,4         ,80km                  ,27                         ,83�                  ,28.2.2018 ,14.16,11.30587594                ,48.12656648                ,20%
1B3CB4HAXAD701247,Drive Now  ,5         ,89km                  ,21                         ,69�                  ,25.7.2018 ,17.32,11.28302851                ,48.15451488                ,11%
KNDPB3A25C7345224,Car2Go     ,4         ,77km                  ,28                         ,45�                  ,24.2.2019 ,11.6 ,11.49722760                ,48.25214977                ,62%
KNAFZ6A30F5476964,Drive Now  ,4         ,52km                  ,1                          ,98�                  ,22.6.2018 ,20.43,11.77982107                ,48.19289873                ,81%
4T1BD1EB3EU010059,Car2Go     ,5         ,82km                  ,26                         ,57�                  ,4.8.2018  ,17.56,11.28716444                ,48.2058366                 ,28%
5UXZV4C51CL893448,Car2Go     ,5         ,50km                  ,26                         ,66�                  ,13.9.2019 ,3.4  ,11.11468956                ,48.20115980                ,40%
1N6AA0CC7CN594145,Car2Go     ,5         ,57km                  ,10                         ,60�                  ,15.12.2019,9.9  ,11.76234562                ,48.17973631                ,22%
WVWAB7AJ2DW728985,Car2Go     ,5         ,76km                  ,23                         ,36�                  ,25.1.2019 ,23.24,11.11840454                ,48.17034515                ,51%
WBAWB3C57AP277179,Drive Now  ,2         ,61km                  ,5                          ,78�                  ,30.9.2018 ,2.57 ,11.12354512                ,48.21279437                ,89%
WBA3A5C52FP509986,Car2Go     ,2         ,23km                  ,4                          ,66�                  ,12.2.2018 ,14.56,11.44307734                ,48.18972015                ,40%
1GYS4DEF3DR001253,Drive Now  ,2         ,1km                   ,7                          ,47�                  ,30.6.2018 ,6.48 ,11.50638723                ,48.8990326                 ,41%
3VWKX7AJ4DM647232,Car2Go     ,3         ,42km                  ,21                         ,39�                  ,13.3.2017 ,3.14 ,11.25070943                ,48.14719173                ,54%
WBABN33422J366546,Drive Now  ,5         ,27km                  ,26                         ,35�                  ,20.12.2017,7.1  ,11.17121219                ,48.7215032                 ,30%
1N6AD0CW6EN721407,Drive Now  ,2         ,47km                  ,21                         ,41�                  ,19.10.2018,17.41,11.57311334                ,48.20337660                ,41%
WAURFAFR9DA939131,Drive Now  ,3         ,78km                  ,7                          ,68�                  ,22.12.2018,2.14 ,11.38422576                ,48.4851429                 ,22%
1G4HA5EM7AU994080,Drive Now  ,5         ,63km                  ,5                          ,54�                  ,5.10.2018 ,15.38,11.62743759                ,48.13927403                ,100%
5N1AN0NU2CN099991,Drive Now  ,5         ,31km                  ,22                         ,78�                  ,2.4.2018  ,19.16,11.30132960                ,48.12760758                ,60%
4USBU33568L684840,Drive Now  ,4         ,40km                  ,2                          ,67�                  ,4.2.2017  ,6.12 ,11.66085362                ,48.26995765                ,50%
1N4AB7AP1DN822307,Car2Go     ,5         ,39km                  ,26                         ,81�                  ,19.5.2019 ,8.58 ,11.66877135                ,48.27969917                ,80%
3GYT4NEF6CG777790,Drive Now  ,3         ,65km                  ,6                          ,45�                  ,24.11.2017,18.52,11.47872858                ,48.10062831                ,95%
JN8AZ1MU4EW168827,Car2Go     ,5         ,22km                  ,11                         ,73�                  ,30.6.2018 ,21.7 ,11.36440869                ,48.20441675                ,40%
3D7TT2CT9AG016285,Car2Go     ,3         ,8km                   ,16                         ,99�                  ,7.6.2019  ,15.9 ,11.8027447                 ,48.4537429                 ,38%
2T3BF4DV0AW291469,Car2Go     ,2         ,88km                  ,7                          ,40�                  ,31.9.2018 ,6.7  ,11.65059287                ,48.17433427                ,55%
WAUDF48H48K291097,Drive Now  ,5         ,63km                  ,21                         ,62�                  ,3.9.2018  ,9.47 ,11.31949745                ,48.3206297                 ,31%
1G6DL8E33D0486323,Car2Go     ,3         ,67km                  ,4                          ,96�                  ,26.10.2018,20.25,11.75987356                ,48.8545806                 ,28%
1C4AJWAG7FL384625,Drive Now  ,3         ,63km                  ,25                         ,52�                  ,12.3.2018 ,10.44,11.9202074                 ,48.24456693                ,9%
WBXPA93476W510594,Drive Now  ,3         ,76km                  ,16                         ,76�                  ,23.10.2017,9.4  ,11.54486698                ,48.10928766                ,94%
1GYFK43539R200246,Drive Now  ,5         ,52km                  ,20                         ,85�                  ,10.4.2018 ,13.54,11.34196082                ,48.3097289                 ,14%
1C4NJCBA2ED379318,Drive Now  ,5         ,24km                  ,18                         ,31�                  ,7.6.2017  ,18.58,11.13522238                ,48.9832023                 ,50%
2B3CJ5DT6AH342398,Car2Go     ,5         ,60km                  ,9                          ,35�                  ,28.5.2018 ,15.31,11.42215666                ,48.5943354                 ,1%
JN8AF5MR9BT248522,Car2Go     ,3         ,3km                   ,18                         ,86�                  ,27.8.2019 ,15.28,11.27655003                ,48.2209476                 ,10%
